+-----+-----------------------------------------------------------+----------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+----------------------------+
|  ID | Registry name                                             | Biome name                 | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for                  |
|  48 | openterraingenerator:overworld_umbran_deadlands           | Umbran Deadlands           |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SPOOKY                                             |                            |
|  48 | openterraingenerator:overworld_umbran_deadlands_e         | Umbran Deadlands E         |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SPOOKY                                             |                            |
|  48 | openterraingenerator:overworld_umbran_deadlands_i         | Umbran Deadlands I         |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SPOOKY                                             |                            |
|  49 | openterraingenerator:overworld_scorched_mesa_r            | Scorched Mesa R            |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MESA, RIVER, WATER                                      |                            |
|  50 | openterraingenerator:overworld_jaded_hills_r              | Jaded Hills R              |  0.30 | MEDIUM   | 0.50 | false | false   |            | FOREST, RIVER, THEMED_TREES, WATER                                |                            |
|  51 | openterraingenerator:overworld_jaded_hills_h              | Jaded Hills H              |  0.30 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SANDY, THEMED_TREES                                |                            |
|  51 | openterraingenerator:overworld_jaded_hills_h_e            | Jaded Hills H E            |  0.30 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SANDY, THEMED_TREES                                |                            |
|  51 | openterraingenerator:overworld_jaded_hills_h_i            | Jaded Hills H I            |  0.30 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SANDY, THEMED_TREES                                |                            |
|  52 | openterraingenerator:overworld_scorched_mesa              | Scorched Mesa              |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MESA, SPARSE                                            |                            |
|  53 | openterraingenerator:overworld_dunes                      | Dunes                      |  1.20 | WARM     | 0.00 | false | false   |            | DRY, HOT, SANDY                                                   |                            |
|  54 | openterraingenerator:overworld_elder_swamp_r              | Elder Swamp R              |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, RIVER, SWAMP, WATER                                       |                            |
|  55 | openterraingenerator:overworld_mahogany_thicket_r         | Mahogany Thicket R         |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HOT, PLAINS, SANDY, THEMED_TREES                          |                            |
|  56 | openterraingenerator:overworld_old_sequoia_forest_r       | Old Sequoia Forest R       |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, FOREST, RIVER, WATER                                  |                            |
|  57 | openterraingenerator:overworld_old_sequoia_forest         | Old Sequoia Forest         |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, FOREST                                                |                            |
|  57 | openterraingenerator:overworld_old_sequoia_forest_e       | Old Sequoia Forest E       |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, FOREST                                                |                            |
|  57 | openterraingenerator:overworld_old_sequoia_forest_i       | Old Sequoia Forest I       |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, FOREST                                                |                            |
|  58 | openterraingenerator:overworld_bonzai_jungle              | Bonzai Jungle              |  1.30 | WARM     | 1.00 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, LUSH, THEMED_TREES                     |                            |
|  58 | openterraingenerator:overworld_bonzai_jungle_e            | Bonzai Jungle E            |  1.30 | WARM     | 1.00 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, LUSH, THEMED_TREES                     |                            |
|  58 | openterraingenerator:overworld_bonzai_jungle_i            | Bonzai Jungle I            |  1.30 | WARM     | 1.00 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, LUSH, THEMED_TREES                     |                            |
|  59 | openterraingenerator:overworld_2great_alps_r              | 2Great Alps R              |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, MOUNTAIN, RIVER, SNOWY, WATER                               |                            |
|  60 | openterraingenerator:overworld_temperate_birch_forest     | Temperate Birch Forest     |  0.22 | MEDIUM   | 0.50 | false | false   |            | BIRCH_TREES, FOREST, PLAINS, THEMED_TREES                         |                            |
|  60 | openterraingenerator:overworld_temperate_birch_forest_e   | Temperate Birch Forest E   |  0.22 | MEDIUM   | 0.50 | false | false   |            | BIRCH_TREES, FOREST, PLAINS, THEMED_TREES                         |                            |
|  60 | openterraingenerator:overworld_temperate_birch_forest_i   | Temperate Birch Forest I   |  0.22 | MEDIUM   | 0.50 | false | false   |            | BIRCH_TREES, FOREST, PLAINS, THEMED_TREES                         |                            |
|  61 | openterraingenerator:overworld_magic_forests              | Magic Forests              |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_pine_forest                | Pine Forest                |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_pine_forest_e              | Pine Forest E              |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_pine_forest_h              | Pine Forest H              |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_pine_forest_h_e            | Pine Forest H E            |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_pine_forest_h_i            | Pine Forest H I            |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_pine_forest_i              | Pine Forest I              |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_pine_forest_r              | Pine Forest R              |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_roofed_forest2             | Roofed Forest2             |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_roofed_forest_e            | Roofed Forest E            |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_roofed_forest_i            | Roofed Forest I            |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  61 | openterraingenerator:overworld_roofed_forest_r            | Roofed Forest R            |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  62 | openterraingenerator:overworld_temperate_forest_r         | Temperate Forest R         |  0.50 | MEDIUM   | 0.50 | false | false   |            | FOREST, RIVER, WATER                                              |                            |
|  63 | openterraingenerator:overworld_cherry_islands             | Cherry Islands             |  0.40 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, FOREST, HILLS, THEMED_TREES                           |                            |
|  63 | openterraingenerator:overworld_cherry_islands_e           | Cherry Islands E           |  0.40 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, FOREST, HILLS, THEMED_TREES                           |                            |
|  63 | openterraingenerator:overworld_cherry_islands_i           | Cherry Islands I           |  0.40 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, FOREST, HILLS, THEMED_TREES                           |                            |
|  64 | openterraingenerator:overworld_mahogany_thicket           | Mahogany Thicket           |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HOT, PLAINS, SANDY, THEMED_TREES                          |                            |
|  64 | openterraingenerator:overworld_mahogany_thicket_e         | Mahogany Thicket E         |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HOT, PLAINS, SANDY, THEMED_TREES                          |                            |
|  64 | openterraingenerator:overworld_mahogany_thicket_i         | Mahogany Thicket I         |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HOT, PLAINS, SANDY, THEMED_TREES                          |                            |
|  65 | openterraingenerator:overworld_jaded_hills                | Jaded Hills                |  0.30 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SANDY, THEMED_TREES                                |                            |
|  65 | openterraingenerator:overworld_jaded_hills_e              | Jaded Hills E              |  0.30 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SANDY, THEMED_TREES                                |                            |
|  65 | openterraingenerator:overworld_jaded_hills_i              | Jaded Hills I              |  0.30 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, SANDY, THEMED_TREES                                |                            |
|  66 | openterraingenerator:overworld_temperate_maple_grove_r    | Temperate Maple Grove R    |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, HILLS, RIVER, WATER                                       |                            |
|  67 | openterraingenerator:overworld_seasonal_oak               | Seasonal Oak               |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  67 | openterraingenerator:overworld_seasonal_oak_e             | Seasonal Oak E             |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  67 | openterraingenerator:overworld_seasonal_oak_i             | Seasonal Oak I             |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  67 | openterraingenerator:overworld_seasonal_oak_r             | Seasonal Oak R             |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  67 | openterraingenerator:overworld_temporal_hinterlands       | Temporal Hinterlands       |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  68 | openterraingenerator:overworld_arctic_regions             | Arctic Regions             |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_caverns              | Snowy Caverns              |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_caverns_e            | Snowy Caverns E            |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_caverns_i            | Snowy Caverns I            |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_coniferous_woods     | Snowy Coniferous Woods     |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_coniferous_woods_e   | Snowy Coniferous Woods E   |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_coniferous_woods_h   | Snowy Coniferous Woods H   |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_coniferous_woods_h_e | Snowy Coniferous Woods H E |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_coniferous_woods_h_i | Snowy Coniferous Woods H I |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_coniferous_woods_i   | Snowy Coniferous Woods I   |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_coniferous_woods_r   | Snowy Coniferous Woods R   |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_spruce_woods         | Snowy Spruce Woods         |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_spruce_woods_e       | Snowy Spruce Woods E       |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_spruce_woods_h       | Snowy Spruce Woods H       |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_spruce_woods_h_e     | Snowy Spruce Woods H E     |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_spruce_woods_h_i     | Snowy Spruce Woods H I     |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_spruce_woods_i       | Snowy Spruce Woods I       |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_spruce_woods_r       | Snowy Spruce Woods R       |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_tall_mesa            | Snowy Tall Mesa            |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_tall_mesa_e          | Snowy Tall Mesa E          |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_tall_mesa_i          | Snowy Tall Mesa I          |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_tall_mesa_r          | Snowy Tall Mesa R          |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_wasteland            | Snowy Wasteland            |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_wasteland_e          | Snowy Wasteland E          |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  68 | openterraingenerator:overworld_snowy_wasteland_i          | Snowy Wasteland I          |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  69 | openterraingenerator:overworld_2great_alps                | 2Great Alps                |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  69 | openterraingenerator:overworld_2great_alps_e              | 2Great Alps E              |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  69 | openterraingenerator:overworld_2great_alps_i              | 2Great Alps I              |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  70 | openterraingenerator:overworld_arctic_regions_i           | Arctic Regions I           |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  71 | openterraingenerator:overworld_great_ocean                | Great Ocean                |  0.22 | MEDIUM   | 0.50 | false | false   |            | OCEAN, WATER                                                      |                            |
|  72 | openterraingenerator:overworld_coniferous_woods_r         | Coniferous Woods R         |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, FOREST, RIVER, WATER                                  |                            |
|  73 | openterraingenerator:overworld_coniferous_woods_h         | Coniferous Woods H         |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  73 | openterraingenerator:overworld_coniferous_woods_h_i       | Coniferous Woods H I       |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  74 | openterraingenerator:overworld_snowy_beach                | Snowy Beach                |  0.21 | MEDIUM   | 0.50 | false | false   |            | COLD, CONIFEROUS, DENSE, FOREST, MOUNTAIN, SNOWY                  |                            |
|  75 | openterraingenerator:overworld_scorched_beach             | Scorched Beach             |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MESA, MOUNTAIN, SPARSE                                  |                            |
|  76 | openterraingenerator:overworld_dunes_i                    | Dunes I                    |  1.20 | WARM     | 0.00 | false | false   |            | DRY, HOT, SANDY                                                   |                            |
|  77 | openterraingenerator:overworld_temperate_forest           | Temperate Forest           |  0.50 | MEDIUM   | 0.50 | false | false   |            | FOREST                                                            |                            |
|  77 | openterraingenerator:overworld_temperate_forest_e         | Temperate Forest E         |  0.50 | MEDIUM   | 0.50 | false | false   |            | FOREST                                                            |                            |
|  77 | openterraingenerator:overworld_temperate_forest_flowers   | Temperate Forest Flowers   |  0.50 | MEDIUM   | 0.50 | false | false   |            | FOREST                                                            |                            |
|  77 | openterraingenerator:overworld_temperate_forest_i         | Temperate Forest I         |  0.50 | MEDIUM   | 0.50 | false | false   |            | FOREST                                                            |                            |
|  78 | openterraingenerator:overworld_pine_beach                 | Pine Beach                 |  0.22 | MEDIUM   | 0.50 | false | false   |            | FOREST, PLAINS                                                    |                            |
|  79 | openterraingenerator:overworld_dunes_e                    | Dunes E                    |  1.20 | WARM     | 0.00 | false | false   |            | DRY, HOT, SANDY                                                   |                            |
|  80 | openterraingenerator:overworld_dunes_h                    | Dunes H                    |  1.20 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY                                         |                            |
|  81 | openterraingenerator:overworld_sequoia_forest             | Sequoia Forest             |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  81 | openterraingenerator:overworld_sequoia_forest_e           | Sequoia Forest E           |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  81 | openterraingenerator:overworld_sequoia_forest_i           | Sequoia Forest I           |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  81 | openterraingenerator:overworld_sequoia_forest_r           | Sequoia Forest R           |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  81 | openterraingenerator:overworld_tall_spruce_forest         | Tall Spruce Forest         |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  81 | openterraingenerator:overworld_tall_spruce_forest_e       | Tall Spruce Forest E       |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  81 | openterraingenerator:overworld_tall_spruce_forest_i       | Tall Spruce Forest I       |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  81 | openterraingenerator:overworld_tall_spruce_forest_r       | Tall Spruce Forest R       |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  81 | openterraingenerator:overworld_vorkata_woods              | Vorkata Woods              |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  82 | openterraingenerator:overworld_bonzai_jungle_r            | Bonzai Jungle R            |  1.30 | WARM     | 1.00 | false | false   |            | JUNGLE, LUSH, RIVER, WATER                                        |                            |
|  83 | openterraingenerator:overworld_tropical_beach             | Tropical Beach             |  0.22 | MEDIUM   | 0.50 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, LUSH                                   |                            |
|  84 | openterraingenerator:overworld_dunes_h_i                  | Dunes H I                  |  1.20 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY                                         |                            |
|  85 | openterraingenerator:overworld_lush_jungle_r              | Lush Jungle R              |  1.30 | WARM     | 1.00 | false | false   |            | DENSE, HILLS, HOT, JUNGLE, LUSH, RIVER, WATER                     |                            |
|  86 | openterraingenerator:overworld_coniferous_woods           | Coniferous Woods           |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  86 | openterraingenerator:overworld_coniferous_woods_e         | Coniferous Woods E         |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  86 | openterraingenerator:overworld_coniferous_woods_i         | Coniferous Woods I         |  0.22 | MEDIUM   | 0.50 | false | false   |            | CONIFEROUS, DENSE, FOREST, HILLS                                  |                            |
|  87 | openterraingenerator:overworld_cherry_islands_r           | Cherry Islands R           |  0.40 | MEDIUM   | 0.50 | false | false   |            | FOREST, RIVER, THEMED_TREES, WATER                                |                            |
|  88 | openterraingenerator:overworld_dry_tropics                | Dry Tropics                |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_rocky_desert               | Rocky Desert               |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_rocky_desert_e             | Rocky Desert E             |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_rocky_desert_i             | Rocky Desert I             |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_sandy_hills                | Sandy Savanna                |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_sandy_hills_e              | Sandy Savanna E              |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_sandy_hills_h              | Sandy Savanna H              |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_sandy_hills_h_e            | Sandy Savanna H E            |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_sandy_hills_h_i            | Sandy Savanna H I            |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_sandy_hills_i              | Sandy Savanna I              |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_sandy_hills_r              | Sandy Savanna R              |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_caverns           | Scorched Caverns           |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_caverns_e         | Scorched Caverns E         |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_caverns_i         | Scorched Caverns I         |  0.22 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_mountains         | Gay Mountains         |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_mountains_e       | Gay Mountains E       |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_mountains_i       | Gay Mountains I       |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_mountains_r       | Gay Mountains R       |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_tall_mesa         | Scorched Mesa H         |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_tall_mesa_e       | Scorched Mesa H E       |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_tall_mesa_i       | Scorched Mesa H I       |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_scorched_tall_mesa_r       | Scorched Mesa H R       |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_stone_caverns              | Stone Caverns              |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_stone_caverns_e            | Stone Caverns E            |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_stone_caverns_i            | Stone Caverns I            |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_tall_jungle                | Tall Jungle                |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_tall_jungle_e              | Tall Jungle E              |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
|  88 | openterraingenerator:overworld_tall_jungle_i              | Tall Jungle I              |  0.30 | MEDIUM   | 0.50 | false | false   |            | DRY, HOT, MOUNTAIN, SANDY, SAVANNA                                |                            |
